SMILES,atom undefined stereo count,bond defined stereo count,complexity,hydrogen bond donors,hydrogen bond acceptors,rotatable bonds,heavy atom count,heavy atom molecular weight,LogP,monoisotopic weight,molar refractivity,total charge,topological polar surface area,quantitative estimate of drug-likeness,molecular complexity index,number of valence electrons,radical electrons,Acute toxicity,Flammability,Instability,Skin Toxicity,Respiratory Toxicity,Eye Toxicity,Environmental Toxicity,domain_status
[2H]C([2H])([2H])c1ccccc1C([2H])([2H])[2H],0,0,288.3387685,0,0,2,8,96.088,2.30344,112.1159108,35.916,0,0,0.550397253,288.3387685,42,0,4,4,2,4,4,4,4,in-domain
C[13CH2]c1ccccc1,0,0,141.3842989,0,0,1,8,97.08035484,2.249,107.0816052,35.82,0,0,0.482694356,141.3842989,42,0,2,3,0,3,4,3,4,in-domain
[2H]c1c([2H])c([2H])c(C([2H])([2H])C)c([2H])c1[2H],0,0,375.4268163,0,0,1,8,96.088,2.249,113.1221875,35.82,0,0,0.52370251,375.4268163,42,0,3,3,0,4,4,4,4,in-domain
[2H]C=C([2H])c1ccccc1,0,0,226.2727241,0,0,1,8,96.088,2.3296,106.0751537,36.533,0,0,0.515097102,226.2727241,40,0,3,4,0,4,4,4,4,in-domain
[2H]C([2H])([2H])c1cccc(C([2H])([2H])[2H])c1,0,0,292.0887685,0,0,2,8,96.088,2.30344,112.1159108,35.916,0,0,0.550397253,292.0887685,42,0,4,4,1,4,4,4,4,in-domain
[13CH3]Cc1ccccc1,0,0,141.3842989,0,0,1,8,97.08035484,2.249,107.0816052,35.82,0,0,0.482694356,141.3842989,42,0,2,3,0,3,4,3,4,in-domain
C[13c]1[13cH][13cH][13cH][13cH][13cH]1,0,0,129.9656602,0,0,0,7,90.03112904,1.99502,98.0827293,31.179,0,0,0.465168554,129.9656602,36,0,2,3,0,4,4,4,4,in-domain
[13CH3][13CH2]c1ccccc1,0,0,141.3842989,0,0,1,8,98.07270968,2.249,108.08496,35.82,0,0,0.483859895,141.3842989,42,0,2,3,0,3,4,3,4,in-domain
C=[13CH]c1ccccc1,0,0,162.6530014,0,0,1,8,97.08035484,2.3296,105.0659551,36.533,0,0,0.480668294,162.6530014,40,0,3,4,0,4,4,4,4,in-domain
[13CH3][13c]1[13cH][13cH][13cH][13cH][13cH]1,0,0,129.9656602,0,0,0,7,91.02348388,1.99502,99.08608414,31.179,0,0,0.436162083,129.9656602,36,0,2,3,0,4,4,4,4,in-domain
[GeH3]Cc1ccccc1,1,0,145.7328145,0,0,1,8,156.687,0.552,167.9994281,40.085,0,0,0.535235672,145.7328145,42,0,3,3,0,4,4,3,4,in-domain
[11CH3]c1ccccc1,0,0,129.9656602,0,0,0,7,83.0774336,1.99502,91.07403386,31.179,0,0,0.4577638,129.9656602,36,0,2,3,0,4,4,4,4,in-domain
[18F]Cc1ccccc1,0,0,145.7328145,0,0,1,8,102.077938,2.1561,109.0557132,31.254,0,0,0.518014076,145.7328145,42,0,3,3,2,4,3,4,4,in-domain
[Se]Cc1ccccc1,0,0,145.7328145,0,0,1,8,163.037,1.3551,170.9712965,35.9,0,0,0.557929132,145.7328145,41,1,3,3,2,4,4,3,4,in-domain
C[CH-]c1ccccc1,0,0,141.3842989,0,0,1,8,96.088,2.25889,105.0709739,35.518,-1,0,0.480407483,141.3842989,42,0,2,3,0,4,4,4,4,in-domain
[SeH]Cc1ccccc1,0,0,145.7328145,0,0,1,8,163.037,1.0874,171.9791216,37.295,0,0,0.554581065,145.7328145,42,0,3,3,0,4,4,3,4,in-domain
CCCCC#CCC#Cc1ccccc1,0,0,378.7769789,0,0,2,15,180.165,3.6218,196.1252005,65.238,0,0,0.500346939,378.7769789,76,0,2,4,2,4,4,4,4,in-domain
C[Ge](C)(C)Cc1ccccc1,0,0,208.0644284,0,0,2,11,192.72,3.1065,210.0463783,53.492,0,0,0.655853987,208.0644284,60,0,3,3,2,3,4,3,4,in-domain
C[Ge](C)(C)C#Cc1ccccc1,0,0,295.2613768,0,0,0,12,204.731,2.9155,220.0307282,56.666,0,0,0.464270975,295.2613768,62,0,2,4,2,4,4,4,4,in-domain
CC[Sn](CC)(CC)Cc1ccccc1,0,0,240.9332273,0,0,5,14,274.854,4.2768,298.0743454,67.343,0,0,0.711706296,240.9332273,78,0,2,3,0,3,4,4,4,in-domain
CCCC/C=C\Cc1ccccc1,0,1,233.4750399,0,0,5,13,156.143,3.9755,174.1408506,58.811,0,0,0.467697465,233.4750399,70,0,3,3,2,4,4,4,4,in-domain
C/C(=C\F)c1ccccc1,0,1,223.7433991,0,0,1,10,127.097,3.0169,136.0688285,41.201,0,0,0.556304679,223.7433991,52,0,4,3,2,4,4,4,4,in-domain
C/C(=C\CCF)c1ccccc1,0,1,248.9664395,0,0,3,12,151.119,3.4495,164.1001286,50.685,0,0,0.641482018,248.9664395,64,0,4,3,2,4,4,4,4,in-domain
FCC/C=C/C=C/c1ccccc1,0,2,272.4357678,0,0,4,13,163.13,3.6156,176.1001286,55.208,0,0,0.61454802,272.4357678,68,0,4,0,1,4,4,4,4,in-domain
CCCC(F)Cc1ccccc1,1,0,205.5039142,0,0,4,12,151.119,3.3673,166.1157787,49.95,0,0,0.642972422,205.5039142,66,0,4,0,1,4,4,4,4,in-domain
C[Se]c1ccccc1CF,0,0,187.1674942,0,0,2,10,194.046,1.5337,203.9853498,42.506,0,0,0.639268812,187.1674942,54,0,3,1,2,3,4,3,4,in-domain
FC/C=C/CCc1ccccc1,0,1,226.0192453,0,0,4,12,151.119,3.1449,164.1001286,49.878,0,0,0.599551871,226.0192453,64,0,3,2,2,4,4,4,4,in-domain
C=C(F)C(=C)c1ccccc1,0,0,272.1840683,0,0,2,11,139.108,3.183,148.0688285,45.724,0,0,0.564854984,272.1840683,56,0,3,1,4,4,4,3,4,in-domain
CC=CC#CC#Cc1ccccc1,0,0,388.3949428,0,0,0,13,156.143,2.6176,166.0782503,55.91,0,0,0.519607297,388.3949428,62,0,4,4,2,4,4,4,4,in-domain
CC=CC#CCc1ccccc1,0,0,295.8053496,0,0,1,12,144.132,2.8086,156.0939004,52.736,0,0,0.548355819,295.8053496,60,0,2,3,0,4,4,4,4,in-domain
CC#CC=CCc1ccccc1,0,0,295.8053496,0,0,2,12,144.132,2.8086,156.0939004,52.736,0,0,0.577473353,295.8053496,60,0,3,4,2,4,4,4,4,in-domain
C/C=C/C#CCc1ccccc1,0,1,295.8053496,0,0,1,12,144.132,2.8086,156.0939004,52.736,0,0,0.548355819,295.8053496,60,0,2,3,0,4,4,4,4,in-domain
Cc1cccc([Hg]Cl)c1,0,0,197.8625685,0,0,1,9,320.12,1.85662,327.9942709,36.666,0,0,0.690985272,197.8625685,44,0,3,1,1,4,4,3,4,in-domain
Cc1ccc(P(C)C)cc1,0,0,198.4731805,0,0,1,10,139.073,2.36182,152.075487,49.581,0,0,0.54175361,198.4731805,54,0,3,4,1,4,4,4,4,in-domain
C[Se]c1ccccc1C,0,0,193.514053,0,0,1,9,175.048,1.37262,185.9947716,42.431,0,0,0.57951596,193.514053,48,0,3,4,2,4,4,4,3,in-domain
[2H]c1c([2H])c([2H])c(C([2H])[2H])c([2H])c1[2H],0,0,341.7864392,0,0,1,7,84.077,1.99502,99.10653748,31.179,0,0,0.50482282,341.7864392,36,0,2,0,3,4,4,4,2,in-domain
[CH2]c1cccc(C)c1,0,0,159.8981139,0,0,0,8,96.088,2.17721,105.0704253,35.638,0,0,0.474057492,159.8981139,41,1,3,0,0,3,4,3,4,in-domain
C[CH]c1ccccc1,0,0,141.3842989,0,0,1,8,96.088,2.25889,105.0704253,35.518,0,0,0.513551941,141.3842989,41,1,2,3,0,3,4,4,4,in-domain
[CH2]c1ccc(C)cc1,0,0,138.8981139,0,0,0,8,96.088,2.17721,105.0704253,35.638,0,0,0.474057492,138.8981139,41,1,3,0,1,4,4,4,4,in-domain
C[C](C)c1ccccc1,0,0,162.6530014,0,0,1,9,108.099,2.64899,119.0860754,40.135,0,0,0.532792003,162.6530014,47,1,2,3,0,4,4,3,4,in-domain
C=CC(=C)C.C=Cc1ccccc1,0,0,267.3496014,0,0,2,13,156.143,4.0781,172.1252005,61.544,0,0,0.589583569,267.3496014,68,0,3,4,2,4,4,4,4,in-domain
C=C(C)C1CC=C(C)CC1.C=Cc1ccccc1,1,0,408.9242678,0,0,2,18,216.198,5.6385,240.1878008,82.445,0,0,0.586865389,408.9242678,96,0,3,4,3,4,4,4,4,in-domain
CC=CCCc1ccccc1,0,0,208.7397365,0,0,3,11,132.121,3.1953,146.1095504,49.577,0,0,0.574345834,208.7397365,58,0,3,2,2,4,4,4,4,in-domain
C=C/C=C\c1ccccc1,0,1,219.0534431,0,0,2,10,120.11,2.8858,130.0782503,45.673,0,0,0.539838552,219.0534431,50,0,3,0,1,4,3,4,4,in-domain
C=C(C)C.C=Cc1ccc(C)cc1,0,0,260.5947139,0,0,1,13,156.143,4.22042,174.1408506,61.758,0,0,0.559074022,260.5947139,70,0,2,4,2,4,4,4,4,in-domain
C=Cc1cc(C=C)cc(C=C)c1,0,0,254.0677527,0,0,3,12,144.132,3.6156,156.0939004,56.715,0,0,0.626681022,254.0677527,60,0,4,4,0,4,4,4,4,in-domain
[CH-]=Cc1ccccc1.[Li+],0,0,167.1823264,0,0,1,9,103.029,-0.86321,110.0707798,35.206,0,0,0.325660606,167.1823264,40,0,3,3,2,4,4,4,4,in-domain
[Li+].[c-]1ccc(-c2ccccc2)cc1,0,0,302.5174868,0,0,1,13,151.073,0.15779,160.0864298,50.714,0,0,0.411477632,302.5174868,58,0,4,0,2,4,4,4,4,in-domain
Cc1ccc(CF)cc1,0,0,176.264053,0,0,1,9,115.086,2.46452,124.0688285,35.991,0,0,0.539114429,176.264053,48,0,3,3,1,4,4,3,4,in-domain
CC(C)(F)CCc1ccccc1,0,0,220.5094703,0,0,3,12,151.119,3.3673,166.1157787,49.95,0,0,0.645476028,220.5094703,66,0,4,0,2,4,4,4,4,in-domain
C[C-](C)c1ccccc1.[K+],0,0,167.3429574,0,0,1,10,147.197,-0.34701,158.049782,40.135,0,0,0.387139557,167.3429574,48,0,2,3,0,4,4,4,4,in-domain
[CH2-]c1ccccc1.[K+],0,0,134.3141758,0,0,0,8,123.175,-1.12721,130.0184819,30.901,0,0,0.307943799,134.3141758,36,0,1,3,0,4,4,3,4,in-domain
[Li+].[c-]1ccccc1-c1ccccc1,0,0,302.5174868,0,0,1,13,151.073,0.15779,160.0864298,50.714,0,0,0.411477632,302.5174868,58,0,4,0,2,4,4,4,4,in-domain
C1=C(c2ccccc2)C1,0,0,231.4750399,0,0,1,9,108.099,2.4737,116.0626003,39.036,0,0,0.528403151,231.4750399,44,0,3,4,4,4,4,3,4,in-domain
FC/C=C/c1ccccc1,0,1,201.228068,0,0,2,10,127.097,2.6693,136.0688285,41.451,0,0,0.585956148,201.228068,52,0,3,2,2,4,4,4,4,in-domain
[CH2-]c1ccccc1.[Na+],0,0,134.3141758,0,0,0,8,107.067,-1.12721,114.0445445,30.901,0,0,0.295666774,134.3141758,36,0,1,3,0,4,4,3,4,in-domain
CC(C)=C(F)c1ccccc1,0,0,255.4610831,0,0,1,11,139.108,3.407,150.0844786,45.818,0,0,0.575126969,255.4610831,58,0,3,4,4,4,4,3,3,in-domain
CCCC/C=C/c1ccccc1F,0,1,276.2078951,0,0,4,13,163.13,4.0291,178.1157787,54.959,0,0,0.610501753,276.2078951,70,0,4,0,1,4,4,4,4,in-domain
[CH2-]CCc1ccccc1.[Li+],0,0,157.6390517,0,0,2,10,115.04,-0.54271,126.1020799,40.12,0,0,0.36848153,157.6390517,48,0,4,3,2,4,4,4,4,in-domain
C/C(F)=C\c1ccccc1,0,1,219.7433991,0,0,1,10,127.097,3.0169,136.0688285,41.201,0,0,0.556304679,219.7433991,52,0,4,4,2,4,4,4,4,in-domain
C/C(F)=C/c1ccccc1,0,1,219.7433991,0,0,1,10,127.097,3.0169,136.0688285,41.201,0,0,0.556304679,219.7433991,52,0,4,4,2,4,4,4,4,in-domain
CC/C(F)=C/c1ccccc1,0,1,236.3095068,0,0,2,11,139.108,3.407,150.0844786,45.818,0,0,0.605666044,236.3095068,58,0,4,4,1,4,4,4,4,in-domain
C=C/C=C/c1ccc(F)cc1,0,1,256.7061956,0,0,2,11,139.108,3.0249,148.0688285,45.631,0,0,0.565335493,256.7061956,56,0,3,1,1,4,4,4,4,in-domain
Cc1ccc(/C=C/F)cc1,0,1,220.9885116,0,0,1,10,127.097,2.93522,136.0688285,41.321,0,0,0.556434703,220.9885116,52,0,4,2,2,4,4,4,4,in-domain
FCC/C=C/c1ccccc1,0,1,213.5742034,0,0,3,11,139.108,3.0594,150.0844786,46.068,0,0,0.620809997,213.5742034,58,0,4,0,1,4,4,4,4,in-domain
CC(C)(F)Cc1ccccc1,0,0,208.0644284,0,0,2,11,139.108,2.9772,152.1001286,45.333,0,0,0.610788207,208.0644284,60,0,2,3,0,4,4,4,4,in-domain
C[CH-]c1ccccc1.[K+],0,0,145.9136239,0,0,1,9,135.186,-0.73711,144.034132,35.518,0,0,0.359750635,145.9136239,42,0,2,3,0,4,4,4,4,in-domain
C=C(F)c1ccc(C)cc1,0,0,233.4101084,0,0,1,10,127.097,2.93522,136.0688285,41.321,0,0,0.556434703,233.4101084,52,0,4,3,3,4,4,4,4,in-domain
C=C=C(C)c1ccc(F)cc1,0,0,289.1537453,0,0,1,11,139.108,3.0139,148.0688285,44.621,0,0,0.536851681,289.1537453,56,0,3,0,2,4,4,4,4,in-domain
FC=Cc1ccccc1,0,0,188.9824258,0,0,1,9,115.086,2.6268,122.0531784,36.584,0,0,0.536740066,188.9824258,46,0,3,3,2,4,4,4,4,in-domain
C=CC(F)c1ccccc1,1,0,203.228068,0,0,2,10,127.097,2.8832,136.0688285,40.488,0,0,0.548209203,203.228068,52,0,2,4,0,4,4,4,4,in-domain
C/C=C/c1ccccc1F,0,1,238.2385116,0,0,1,10,127.097,2.8588,136.0688285,41.108,0,0,0.556495705,238.2385116,52,0,4,3,2,4,4,4,4,in-domain
C=CC(=C)C.C=CC=C.C=Cc1ccccc1,0,0,335.5608767,0,0,3,17,204.187,5.4365,226.1721507,81.938,0,0,0.60220781,335.5608767,90,0,3,4,3,4,4,4,4,in-domain
Cc1ccccc1.O,0,0,134.3141758,0,0,0,8,100.076,1.17032,110.0731649,34.7928,0,31.5,0.479852291,134.3141758,44,0,3,4,3,4,4,4,4,in-domain
C=C.C=Cc1ccccc1,0,0,174.4896155,0,0,1,10,120.11,3.1318,132.0939004,47.787,0,0,0.514833409,174.4896155,52,0,3,4,0,4,4,4,4,in-domain
CC(C)(C)/C=C/c1ccc(F)cc1,0,1,287.8956698,0,0,1,13,163.13,3.885,178.1157787,54.889,0,0,0.611740143,287.8956698,70,0,4,4,3,4,4,4,4,in-domain
CC(C)=C(C)c1ccc(F)cc1,0,0,289.2850807,0,0,1,12,151.119,3.639,164.1001286,50.342,0,0,0.59408724,289.2850807,64,0,4,4,3,4,4,4,4,in-domain
C=C(C)C.C=Cc1ccccc1,0,0,227.4750399,0,0,1,12,144.132,3.912,160.1252005,57.021,0,0,0.546243058,227.4750399,64,0,3,4,0,4,4,4,4,in-domain
CC(F)=Cc1ccccc1,0,0,219.7433991,0,0,1,10,127.097,3.0169,136.0688285,41.201,0,0,0.556304679,219.7433991,52,0,4,4,2,4,4,4,4,in-domain
FCC=Cc1ccccc1,0,0,201.228068,0,0,2,10,127.097,2.6693,136.0688285,41.451,0,0,0.585956148,201.228068,52,0,3,2,2,4,4,4,4,in-domain
CC=Cc1ccc(F)cc1,0,0,220.9885116,0,0,1,10,127.097,2.8588,136.0688285,41.108,0,0,0.556495705,220.9885116,52,0,4,2,2,4,4,4,4,in-domain
C=CC.C=Cc1ccccc1,0,0,196.538112,0,0,1,11,132.121,3.5219,146.1095504,52.404,0,0,0.531626094,196.538112,58,0,3,4,0,4,4,4,4,in-domain
CC/C=C(\C)c1ccc(F)cc1,0,1,269.5605161,0,0,2,12,151.119,3.639,164.1001286,50.342,0,0,0.6256331,269.5605161,64,0,4,4,2,4,4,4,4,in-domain
C=Cc1ccc([CH2-])cc1.[Li+],0,0,198.4731805,0,0,1,10,115.04,-0.48421,124.0864298,40.992,0,0,0.350039922,198.4731805,46,0,3,3,0,4,4,4,4,in-domain
C[C@H](F)Cc1ccccc1,0,0,179.1795714,0,0,2,10,127.097,2.5871,138.0844786,40.716,0,0,0.588871561,179.1795714,54,0,3,2,0,4,3,4,4,in-domain
CC(=CF)c1ccccc1,0,0,223.7433991,0,0,1,10,127.097,3.0169,136.0688285,41.201,0,0,0.556304679,223.7433991,52,0,4,3,2,4,4,4,4,in-domain
Cc1ccc(C=CF)cc1,0,0,220.9885116,0,0,1,10,127.097,2.93522,136.0688285,41.321,0,0,0.556434703,220.9885116,52,0,4,2,2,4,4,4,4,in-domain
C/C=C(/C)c1ccccc1F,0,1,273.9561956,0,0,1,11,139.108,3.2489,150.0844786,45.725,0,0,0.576089095,273.9561956,58,0,4,4,4,4,4,4,4,in-domain
CCC=C(F)c1ccccc1,0,0,236.3095068,0,0,2,11,139.108,3.407,150.0844786,45.818,0,0,0.605666044,236.3095068,58,0,4,0,1,4,4,4,4,in-domain
[CH-]=C(C)c1ccccc1.[Li+],0,0,201.228068,0,0,1,10,115.04,-0.47311,124.0864298,39.823,0,0,0.350403106,201.228068,46,0,4,3,2,4,4,4,4,in-domain
C1=CC(c2ccccc2)=C1,0,0,278.166437,0,0,1,10,120.11,2.6398,128.0626003,43.559,0,0,0.545055311,278.166437,48,0,3,2,2,4,4,4,4,in-domain
C/C=C/C(F)c1ccccc1,1,1,225.88791,0,0,2,11,139.108,3.2733,150.0844786,45.105,0,0,0.567401607,225.88791,58,0,4,2,1,4,4,4,3,in-domain
[CH2-]c1cccc(F)c1,0,0,164.2466295,0,0,0,8,103.075,2.00789,109.045902,30.859,-1,0,0.446867822,164.2466295,42,0,3,2,2,4,4,4,2,in-domain
C[C@H](F)c1ccccc1,0,0,167.1823264,0,0,1,9,115.086,2.7171,124.0688285,35.965,0,0,0.53959955,167.1823264,48,0,4,3,1,4,4,4,2,in-domain
FC1(C=Cc2ccccc2)C=CC=CC1,1,0,400.6066939,0,0,2,15,187.152,3.9242,200.1001286,62.212,0,0,0.678284227,400.6066939,76,0,3,4,3,4,4,4,4,in-domain
C[C@@H](F)CCc1ccccc1,0,0,191.2875676,0,0,3,11,139.108,2.9772,152.1001286,45.333,0,0,0.624250901,191.2875676,60,0,3,2,1,4,4,4,4,in-domain
C=C.C=CC.C=Cc1ccccc1,0,0,208.7397365,0,0,1,13,156.143,4.3241,174.1408506,63.658,0,0,0.555975106,208.7397365,70,0,3,4,0,4,4,4,4,in-domain
CC(C)C=C=Cc1ccccc1,0,0,274.166437,0,0,2,12,144.132,3.5109,158.1095504,53.827,0,0,0.57764901,274.166437,62,0,2,4,3,4,4,4,4,in-domain
C=C[C@H](CC)c1ccccc1,0,0,210.7397365,0,0,3,11,132.121,3.3662,146.1095504,49.671,0,0,0.573425895,210.7397365,58,0,3,4,2,4,4,4,4,in-domain
CC=C=CCCc1ccccc1,0,0,263.3496014,0,0,3,12,144.132,3.3504,158.1095504,53.09,0,0,0.591652871,263.3496014,62,0,4,4,3,4,4,4,4,in-domain
C/C=C\c1ccccc1/C=C/C,0,2,261.6615495,0,0,2,12,144.132,3.7528,158.1095504,55.858,0,0,0.6145109,261.6615495,62,0,4,4,0,4,4,4,4,in-domain
CCCC/C(C)=C/c1ccccc1,0,1,256.6266163,0,0,4,13,156.143,4.2801,174.1408506,59.618,0,0,0.638769339,256.6266163,70,0,4,4,2,4,4,4,4,in-domain
CC(C)=C=CC#Cc1ccccc1,0,0,375.0416414,0,0,0,13,156.143,3.1594,168.0939004,56.264,0,0,0.412094926,375.0416414,64,0,4,4,2,4,4,4,4,in-domain
C=Cc1cccc(C(=C)C)c1,0,0,281.8447139,0,0,2,11,132.121,3.3627,144.0939004,51.241,0,0,0.596664107,281.8447139,56,0,3,2,3,4,4,3,4,in-domain
CCC(CC)CCc1ccccc1,0,0,208.7397365,0,0,5,13,156.143,4.0554,176.1565006,58.835,0,0,0.634469309,208.7397365,72,0,4,0,1,4,4,4,4,in-domain
C/C=C/c1cccc(C)c1,0,1,233.5485556,0,0,1,10,120.11,3.02812,132.0939004,45.887,0,0,0.550631302,233.5485556,52,0,4,4,3,4,4,4,4,in-domain
CC(C)/C=C/C=C/c1ccccc1,0,2,278.166437,0,0,3,13,156.143,3.912,172.1252005,59.454,0,0,0.606242809,278.166437,68,0,3,4,2,4,4,4,4,in-domain
C/C(=C\C(C)C)c1ccccc1,0,1,254.6266163,0,0,2,12,144.132,3.7459,160.1252005,54.931,0,0,0.617818787,254.6266163,64,0,4,4,2,4,4,4,4,in-domain
C/C(Cl)=C/c1ccccc1,0,1,219.7433991,0,0,1,10,143.552,3.2862,152.039278,45.946,0,0,0.579531436,219.7433991,52,0,4,4,4,4,4,4,4,in-domain
C=CCCC#Cc1ccccc1,0,0,284.8095034,0,0,2,12,144.132,3.0043,156.0939004,52.751,0,0,0.350579062,284.8095034,60,0,2,4,2,4,4,3,4,in-domain
CCC/C=C/Cc1ccccc1,0,1,221.0534431,0,0,4,12,144.132,3.5854,160.1252005,54.194,0,0,0.590406405,221.0534431,64,0,3,2,2,4,4,4,4,in-domain
CC(C)=C=C(C)c1ccccc1,0,0,307.1513639,0,0,1,12,144.132,3.655,158.1095504,53.897,0,0,0.547081352,307.1513639,62,0,4,4,2,4,4,4,4,in-domain
CC=C=CCc1ccccc1,0,0,250.6266163,0,0,2,11,132.121,2.9603,144.0939004,48.473,0,0,0.559668145,250.6266163,56,0,3,2,2,4,4,4,4,in-domain
C=C/C=C/C=C/c1ccccc1,0,2,278.166437,0,0,3,12,144.132,3.442,156.0939004,54.813,0,0,0.587911398,278.166437,60,0,3,4,2,4,4,4,4,in-domain
C=C(C=C(C)C)c1ccccc1,0,0,287.074166,0,0,2,12,144.132,3.666,158.1095504,54.907,0,0,0.575997864,287.074166,62,0,3,4,2,4,4,4,4,in-domain
C=CCCCCCCc1ccccc1,0,0,235.4750399,0,0,7,14,168.154,4.3656,188.1565006,63.428,0,0,0.440170784,235.4750399,76,0,3,0,1,4,4,4,4,in-domain
Cc1c(I)cccc1I,0,0,197.9061776,0,0,0,9,337.885,3.20422,343.8558962,56.613,0,0,0.634526364,197.9061776,48,0,3,4,1,4,4,4,4,in-domain
CCCCC=C=Cc1ccccc1,0,0,276.166437,0,0,4,13,156.143,4.0451,172.1252005,58.514,0,0,0.474596166,276.166437,68,0,3,4,3,4,4,4,4,in-domain
Cc1ccc([Se](=O)O)cc1,1,0,240.2879489,1,1,1,10,195.035,0.11302,203.9689508,39.4723,0,37.3,0.657669268,240.2879489,54,0,3,0,2,4,4,4,4,in-domain
CCCCC/C=C/Cc1ccccc1,0,1,246.0006373,0,0,6,14,168.154,4.3656,188.1565006,63.428,0,0,0.459234858,246.0006373,76,0,4,0,3,4,4,4,4,in-domain
Cc1ccccc1P,0,0,160.4966295,0,0,0,8,115.051,1.49542,124.0441869,40.523,0,0,0.459552757,160.4966295,42,0,2,4,2,4,4,4,4,in-domain
CCC(=Cc1ccccc1)CC,0,0,238.0006373,0,0,3,12,144.132,3.89,160.1252005,55.001,0,0,0.628926533,238.0006373,64,0,4,4,1,4,4,4,4,in-domain
C=C(C)c1ccc(CC)cc1,0,0,241.2457498,0,0,2,11,132.121,3.2821,146.1095504,50.528,0,0,0.600295578,241.2457498,58,0,4,4,1,4,4,4,4,in-domain
CCC(=C(C)C)c1ccccc1,0,0,263.3496014,0,0,2,12,144.132,3.89,160.1252005,55.001,0,0,0.615363003,263.3496014,64,0,4,4,2,4,4,4,4,in-domain
CCCC(CCC)Cc1ccccc1,0,0,219.0534431,0,0,6,14,168.154,4.4455,190.1721507,63.452,0,0,0.621579898,219.0534431,78,0,4,2,2,4,3,4,4,in-domain
CC(C)C=Cc1ccccc1,0,0,219.0534431,0,0,2,11,132.121,3.3558,146.1095504,50.314,0,0,0.599839338,219.0534431,58,0,4,2,2,4,4,4,4,in-domain
CCCCC(CC)Cc1ccccc1,1,0,225.0534431,0,0,6,14,168.154,4.4455,190.1721507,63.452,0,0,0.621579898,225.0534431,78,0,4,2,2,4,3,4,4,in-domain
C=C/C=C/c1cccc(C)c1,0,1,269.1217288,0,0,2,11,132.121,3.19422,144.0939004,50.41,0,0,0.55903296,269.1217288,56,0,4,4,3,4,4,4,4,in-domain
CCC=Cc1ccc(C)cc1,0,0,228.7201524,0,0,2,11,132.121,3.41822,146.1095504,50.504,0,0,0.599385213,228.7201524,58,0,4,2,1,4,4,4,4,in-domain
CCC=CCc1ccccc1,0,0,208.7397365,0,0,3,11,132.121,3.1953,146.1095504,49.577,0,0,0.574345834,208.7397365,58,0,3,2,2,4,4,4,4,in-domain
CC=Cc1ccc(CC)cc1,0,0,228.7201524,0,0,2,11,132.121,3.2821,146.1095504,50.528,0,0,0.600295578,228.7201524,58,0,4,3,4,4,4,4,4,in-domain
CCC=Cc1cccc(C)c1,0,0,245.9701524,0,0,2,11,132.121,3.41822,146.1095504,50.504,0,0,0.599385213,245.9701524,58,0,4,4,3,4,4,4,4,in-domain
C/C=C\c1cccc(C)c1,0,1,233.5485556,0,0,1,10,120.11,3.02812,132.0939004,45.887,0,0,0.550631302,233.5485556,52,0,4,4,3,4,4,4,4,in-domain
[Hg]Cc1ccccc1,0,0,145.7328145,0,0,1,8,284.667,1.7334,293.0254182,30.146,0,0,0.691550708,145.7328145,37,0,2,3,1,4,4,3,4,in-domain
CC(C)=CCCC(C)=CCc1ccccc1,0,0,350.8845172,0,0,5,16,192.176,4.9218,214.1721507,72.568,0,0,0.610093392,350.8845172,86,0,3,4,3,4,4,4,3,in-domain
C(=C1CCCC1)c1ccccc1,0,0,261.3496014,0,0,1,12,144.132,3.644,158.1095504,52.887,0,0,0.584958517,261.3496014,62,0,4,4,3,4,4,4,4,in-domain
CC(C)=CCCCc1ccccc1,0,0,252.6266163,0,0,4,13,156.143,3.9755,174.1408506,58.811,0,0,0.478253884,252.6266163,70,0,3,3,2,4,4,4,4,in-domain
C=C(C)CCC(=C)c1ccccc1,0,0,293.074166,0,0,4,13,156.143,4.0561,172.1252005,59.524,0,0,0.600776776,293.074166,68,0,3,2,2,4,4,4,4,in-domain
C1=CC(=Cc2ccccc2)C=C1,0,0,325.5608767,0,0,1,12,144.132,3.196,154.0782503,52.699,0,0,0.582361021,325.5608767,58,0,4,4,3,4,4,4,4,in-domain
C1=CCCC(c2ccccc2)=C1,0,0,304.0700122,0,0,1,12,144.132,3.42,156.0939004,52.793,0,0,0.584085341,304.0700122,60,0,4,4,4,4,4,3,4,in-domain
C1=CC(c2ccccc2)=CCC1,0,0,304.0700122,0,0,1,12,144.132,3.42,156.0939004,52.793,0,0,0.584085341,304.0700122,60,0,4,4,4,4,4,3,4,in-domain
Cc1ccc(C[Sn](C)(C)C)cc1,0,0,240.701777,0,0,2,12,250.832,3.41492,270.0430453,58.229,0,0,0.721480233,240.701777,66,0,2,3,0,4,4,4,4,in-domain
CCCc1ccc(I)cc1,0,0,188.3881692,0,0,2,10,235.003,3.2437,245.9905484,53.154,0,0,0.702469476,188.3881692,54,0,2,2,0,3,4,4,3,in-domain
Cc1cccc([Sn](C)(C)C)c1,0,0,245.2948443,0,0,1,11,238.821,2.54022,256.0273952,54.159,0,0,0.676191845,245.2948443,60,0,3,0,2,3,4,3,4,in-domain
Cc1ccc([Sn](C)(C)C)cc1,0,0,228.0448443,0,0,1,11,238.821,2.54022,256.0273952,54.159,0,0,0.676191845,228.0448443,60,0,3,0,2,4,4,4,4,in-domain
