SMILES,FP,Parent_TIC_Index,Parent_TIC_SMILES,Similarity_to_Parent
O=[N+]([O-])[O-].O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1.[NH4+].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77b4a0>,106,[H]Oc1c([N+](=O)[O-])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],0.5555555555555556
O=[N+]([O-])[O-].O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1.[Pb+2].[Pb+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77b510>,106,[H]Oc1c([N+](=O)[O-])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],0.5769230769230769
O=[N+]([O-])[O-].O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1.[Pb+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77b580>,106,[H]Oc1c([N+](=O)[O-])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],0.5769230769230769
O=[N+]([O-])[O-].O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1.[K+].[NH4+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77b5f0>,106,[H]Oc1c([N+](=O)[O-])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],0.5555555555555556
O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1.[N-]=[N+]=[N-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77b660>,106,[H]Oc1c([N+](=O)[O-])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],0.5357142857142857
O=[N+]([O-])[O-].O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1.[NH4+].[NH4+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77b6d0>,106,[H]Oc1c([N+](=O)[O-])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],0.5769230769230769
O=C(O)C(=O)O.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77b740>,106,[H]Oc1c([N+](=O)[O-])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],0.8333333333333334
CC.CCCCN.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77b7b0>,106,[H]Oc1c([N+](=O)[O-])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],0.625
COOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77b820>,106,[H]Oc1c([N+](=O)[O-])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],0.5
O=S(=O)([O-])[O-].O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77b890>,106,[H]Oc1c([N+](=O)[O-])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],0.5555555555555556
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1O.[Mg+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77b900>,106,[H]Oc1c([N+](=O)[O-])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],0.5769230769230769
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1O.[Pb+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77b970>,106,[H]Oc1c([N+](=O)[O-])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],0.5769230769230769
CN(C)C(C)(C)C.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77b9e0>,106,[H]Oc1c([N+](=O)[O-])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],0.7142857142857143
CCCCN(C)C.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77ba50>,106,[H]Oc1c([N+](=O)[O-])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],0.6060606060606061
CCC(C)(C)N.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77bac0>,106,[H]Oc1c([N+](=O)[O-])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],0.6666666666666666
O=[Se]Oc1c([N+](=O)[O-])cccc1[N+](=O)[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77bb30>,95,[H]c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H],0.3333333333333333
O=[N+]([O-])c1cccc([N+](=O)[O-])c1[O-].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77bba0>,95,[H]c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H],0.4
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1O.[Mg],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77bc10>,106,[H]Oc1c([N+](=O)[O-])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],0.5769230769230769
CCCCP(CCCC)(CCCC)(CCCC)O[N+](=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77bc80>,106,[H]Oc1c([N+](=O)[O-])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],0.5263157894736842
C=CC(=O)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77bcf0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],1.0
C=CC(=O)OCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77bd60>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.5
C=CC(=O)OCCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77bdd0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.4583333333333333
C=COC(=O)C=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77be40>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.5
C=CC(=O)OC(=O)C=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77beb0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.5555555555555556
COC(=O)/C=C/I,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77bf20>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.47619047619047616
COC(=O)/C=C\I,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77bf90>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.47619047619047616
COC(=O)C=CI,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c040>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.47619047619047616
C=C=CC(=O)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c0b0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.5
C=C.C=CC(=O)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c120>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C=C.C=CC(=O)OCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c190>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.4782608695652174
C=CC(=O)OCF,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c200>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.43478260869565216
COC(=O)/C=C/[O-].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c270>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.43478260869565216
COC(=O)/C=C/[O-].[K+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c2e0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.43478260869565216
COC(=O)C=C=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c350>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.45454545454545453
C=CC(=O)OC(C)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c3c0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.5238095238095238
[CH]=CC(=O)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c430>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.5
CC=C=CC(=O)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c4a0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.4166666666666667
C=C.C=CC(=O)OC.[C-]#[O+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c510>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.7894736842105263
C=CC(=O)OC=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c580>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.47619047619047616
[CH+]=CC(=O)OCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c5f0>,53,[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],0.45454545454545453
[CH+]=CC(=O)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c660>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.5
[2H]C([2H])=C([2H])C(=O)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c6d0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.4782608695652174
C=CC.C=CC(=O)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c740>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.8823529411764706
COC(=O)/C=C/F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c7b0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.45454545454545453
COC(=O)C=CF,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c820>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.45454545454545453
COC(=O)/C=C\F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c890>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.45454545454545453
[CH]=CC(=O)OCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c900>,53,[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],0.45454545454545453
COC(=O)/C=C/[Se]C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c970>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.4166666666666667
COC(=O)/C=C\[Se]C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77c9e0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.4166666666666667
[2H]COC(=O)C=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77ca50>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.65
[CH-]=CC(=O)OCC.[Rf],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77cac0>,53,[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],0.43478260869565216
COC(=O)/C=C\[Pb](C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77cb30>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.4166666666666667
C=CC(=O)OC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Ru],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77cba0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.8333333333333334
C=[C+]C(=O)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77cc10>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.38095238095238093
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[CH-]=CC(=O)OC.[Re],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77cc80>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.4166666666666667
C=[C-]C(=O)OC.[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77ccf0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.34782608695652173
C=CC(=O)OC.[HH].[HH].[Mg],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77cd60>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.8823529411764706
[2H]C(=C)C(=O)OCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77cdd0>,53,[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],0.4166666666666667
[2H]C(=C)C(=O)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77ce40>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.6
CCOC(=O)C=C[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77ceb0>,53,[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],0.4166666666666667
C=CC(=O)OC=C=CC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77cf20>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.4230769230769231
C=CC(=O)OC.COC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77cf90>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C=CC(=O)OC.C=CC(=O)[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d040>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.7894736842105263
C=C.C=C.C=CC(=O)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d0b0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C=CC(=O)OC.CC(C)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d120>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.8823529411764706
C=CC(=O)OC.N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d190>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
CCOC(=O)/C=C/[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d200>,53,[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],0.4166666666666667
COC(=O)C=C=C=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d270>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.4166666666666667
C=C=COC(=O)C=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d2e0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.4166666666666667
C=CC(=O)OC.[H-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d350>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C=CC(=O)OC.C=COC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d3c0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.8333333333333334
C=CC(=O)OC.[OH-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d430>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C=CC(=O)OC.[Cl-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d4a0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C=CC(=O)O/C=C/OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d510>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.5217391304347826
[CH-]=CC(=O)OC.[CH3-].[Co].[Co],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d580>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.45454545454545453
C=CC(=O)OC.[Cl-].[Cl-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d5f0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
[CH2]COC(=O)C=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d660>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.45454545454545453
[2H]C([2H])([2H])OC(=O)C=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d6d0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.65
C=[C-]C(=O)OC.[Rb+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d740>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.34782608695652173
[2H]C([2H])=C([2H])C(=O)OCF,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d7b0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.23333333333333334
[CH-]=CC(=O)OCC.[Y],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d820>,53,[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],0.43478260869565216
C=[C-]C(=O)OC.[V],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d890>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.34782608695652173
[CH]COC(=O)C=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d900>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.43478260869565216
[CH]OC(=O)C=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d970>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.5
C=[C-]C(=O)OC.[Y],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77d9e0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.34782608695652173
C=[C-]C(=O)OC.[W],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77da50>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.34782608695652173
[2H]C([2H])=C([2H])C(=O)OC([2H])([2H])[2H],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77dac0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.3333333333333333
[2H]C([2H])=CC(=O)OCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77db30>,53,[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],0.4
COC(=O)/C=C\[O-].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77dba0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.43478260869565216
C=CC(=O)O[CH2-].[Y],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77dc10>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.47619047619047616
C=CC(=O)O[CH2-].[Rf],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77dc80>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.47619047619047616
C=CC(=O)O[CH2-].[CH2-]C.[Rf],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77dcf0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.5
C=CC(=O)OC[CH2-].[Rf],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77dd60>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.4166666666666667
C=CC(=O)OC=COC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77ddd0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.5217391304347826
C=CC(=O)OC.[Na],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77de40>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
CCOC(=O)/C=C\[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77deb0>,53,[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],0.4166666666666667
C=CC(=O)OC.Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77df20>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C=CC(=O)OC.C=CC(=O)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77df90>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],1.0
C=CC(=O)OC.O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e040>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C=CC(=O)OCC=C=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e0b0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.37037037037037035
C.C=CC(=O)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e120>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C=CC(=O)OC#CC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e190>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.4583333333333333
C=CC(=O)OC.[K],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e200>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C=CC(=O)OC.[H-].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e270>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.8823529411764706
C=CC(=O)OCC.[H-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e2e0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.4782608695652174
C=CC(=O)OCI,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e350>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.43478260869565216
C=C.C=CC(=O)OC.Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e3c0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.8823529411764706
C=CC(=O)OC.[Al],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e430>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C.C=CC(=O)OCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e4a0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.4782608695652174
[2H]C([2H])([2H])C([2H])([2H])OC(=O)C=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e510>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.4230769230769231
C=CC(=O)OC.CC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e580>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C=CC(=O)OCC.COC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e5f0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.5217391304347826
C=CC(=O)OCC.CC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e660>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.4782608695652174
[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])OC(=O)C=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e6d0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.39285714285714285
C=CC(=O)OC.CCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e740>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.8333333333333334
C=CC(=O)OC.Cl.Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e7b0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C=CC(=O)OC.O=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e820>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C=CC(=O)OC.F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e890>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C=CC(=O)OC.O[Si],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e900>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.8823529411764706
C=CC(=O)OC.[Cu],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e970>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
[CH-]=CC(=O)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77e9e0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.5
C=CC(=O)OC.[Ag],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77ea50>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C.C.C=CC(=O)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77eac0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C=CC(=O)OC.C=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77eb30>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C=C.C=CC(=O)OC(C)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77eba0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.5
C.C.C=CC(=O)OC.C=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77ec10>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.8823529411764706
C=CC(=O)OC.I[V]I,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77ec80>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.7894736842105263
C=CC(=O)OC.P,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77ecf0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C=CC(=O)OC.[Li],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77ed60>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],1.0
C=CC(=O)OC.[Br-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77edd0>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.9375
C=CC(=O)OC.[C-]#N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b77ee40>,80,[H]C([H])=C([H])C(=O)OC([H])([H])[H],0.8333333333333334
