SMILES,FP,Parent_TIC_Index,Parent_TIC_SMILES,Similarity_to_Parent
C1N2CN3CN1CN(C2)C3.[Pd],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b5f90>,68,[H]C1([H])N2C([H])([H])N3C([H])([H])N1C([H])([H])N(C2([H])[H])C3([H])[H],0.8571428571428571
C1N2CN3CN1CN(C2)C3.Cl.[Pt],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6040>,68,[H]C1([H])N2C([H])([H])N3C([H])([H])N1C([H])([H])N(C2([H])[H])C3([H])[H],0.75
C1N2CN3CN1CN(C2)C3.Cl.[Cr],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b60b0>,68,[H]C1([H])N2C([H])([H])N3C([H])([H])N1C([H])([H])N(C2([H])[H])C3([H])[H],0.75
C1N2CN3CN1CN(C2)C3.Cl.[Ni],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6120>,68,[H]C1([H])N2C([H])([H])N3C([H])([H])N1C([H])([H])N(C2([H])[H])C3([H])[H],0.75
C1N2CN3CN1CN(C2)C3.I.[Ni],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6190>,68,[H]C1([H])N2C([H])([H])N3C([H])([H])N1C([H])([H])N(C2([H])[H])C3([H])[H],0.75
C1N2CN3CN1CN(C2)C3.Cl.[Ir],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6200>,68,[H]C1([H])N2C([H])([H])N3C([H])([H])N1C([H])([H])N(C2([H])[H])C3([H])[H],0.75
Br.C1N2CN3CN1CN(C2)C3.[Ru],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6270>,68,[H]C1([H])N2C([H])([H])N3C([H])([H])N1C([H])([H])N(C2([H])[H])C3([H])[H],0.75
C1N2CN3CN1CN(C2)C3.Cl.[Os],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b62e0>,68,[H]C1([H])N2C([H])([H])N3C([H])([H])N1C([H])([H])N(C2([H])[H])C3([H])[H],0.75
C1N2CN3CN1CN(C2)C3.Cl[Ru](Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6350>,68,[H]C1([H])N2C([H])([H])N3C([H])([H])N1C([H])([H])N(C2([H])[H])C3([H])[H],0.6
C1N2CN3CN1CN(C2)C3.II.II.II,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b63c0>,68,[H]C1([H])N2C([H])([H])N3C([H])([H])N1C([H])([H])N(C2([H])[H])C3([H])[H],0.75
C1N2CN3CN1CN(C2)C3.[Cl-].[Co+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6430>,68,[H]C1([H])N2C([H])([H])N3C([H])([H])N1C([H])([H])N(C2([H])[H])C3([H])[H],0.75
C1N2CN3CN1CN(C2)C3.[Na+].[OH-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b64a0>,68,[H]C1([H])N2C([H])([H])N3C([H])([H])N1C([H])([H])N(C2([H])[H])C3([H])[H],0.75
[K+].[O-][Cl+3]([O-])([O-])[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6510>,111,[K+].[O-][Cl+3]([O-])([O-])[O-],1.0
[K+].[O-][Cl+3]([O-])([O-])[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6580>,111,[K+].[O-][Cl+3]([O-])([O-])[O-],1.0
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Fe],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b65f0>,99,[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Fe],1.0
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Fe],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6660>,99,[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Fe],1.0
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Fe],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b66d0>,99,[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Fe],1.0
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Fe+2].[H-].[H-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6740>,26,[C-]#[O+],0.6
[57Fe].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b67b0>,26,[C-]#[O+],0.75
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[FeH2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6820>,26,[C-]#[O+],0.75
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[FeH2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6890>,26,[C-]#[O+],0.75
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Fe+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6900>,26,[C-]#[O+],0.75
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Fe+6],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6970>,26,[C-]#[O+],0.75
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Fe+5],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b69e0>,26,[C-]#[O+],0.75
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Fe+4],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6a50>,26,[C-]#[O+],0.75
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Fe+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6ac0>,26,[C-]#[O+],0.75
[F-].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6b30>,122,[F-].[Na+],1.0
[18F-].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6ba0>,122,[F-].[Na+],1.0
F.[Na],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6c10>,71,[H]F,0.5
F.[H-].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6c80>,71,[H]F,0.3333333333333333
[Ar].[F-].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6cf0>,122,[F-].[Na+],0.6666666666666666
[F-].[H-].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6d60>,122,[F-].[Na+],0.6666666666666666
F.[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6dd0>,71,[H]F,0.5
[F-].[H+].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6e40>,122,[F-].[Na+],0.6666666666666666
[Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6eb0>,76,[Pb],1.0
[Pb+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6f20>,0,[H]C(=O)C([H])([H])[H],0.0
[194Pb].[195Pb].[196Pb].[197Pb].[198Pb].[199Pb].[200Pb].[201Pb].[202Pb].[203Pb].[205Pb].[209Pb].[210Pb].[211Pb].[212Pb].[213Pb].[214Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b6f90>,38,[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.1111111111111111
[210Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7040>,0,[H]C(=O)C([H])([H])[H],0.0
[214Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b70b0>,65,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,0.09090909090909091
[212Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7120>,0,[H]C(=O)C([H])([H])[H],0.0
[206Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7190>,0,[H]C(=O)C([H])([H])[H],0.0
[207Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7200>,76,[Pb],1.0
[208Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7270>,76,[Pb],1.0
[204Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b72e0>,0,[H]C(=O)C([H])([H])[H],0.0
[203Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7350>,0,[H]C(=O)C([H])([H])[H],0.0
[205Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b73c0>,87,[H]C([H])([H])N1C(=O)C([H])([H])C([H])([H])C1([H])[H],0.058823529411764705
[209Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7430>,105,ClP(Cl)Cl,0.25
[211Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b74a0>,0,[H]C(=O)C([H])([H])[H],0.0
[201Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7510>,0,[H]C(=O)C([H])([H])[H],0.0
[200Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7580>,0,[H]C(=O)C([H])([H])[H],0.0
[198Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b75f0>,46,[H]C([H])([H])OS(=O)(=O)OC([H])([H])[H],0.1
[199Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7660>,0,[H]C(=O)C([H])([H])[H],0.0
[PbH3],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b76d0>,0,[H]C(=O)C([H])([H])[H],0.0
[Pb]=[Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7740>,125,O=N[O-].[Na+],0.125
[Ar].[Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b77b0>,76,[Pb],0.5
[PbH2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7820>,0,[H]C(=O)C([H])([H])[H],0.0
[202Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7890>,0,[H]C(=O)C([H])([H])[H],0.0
[195Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7900>,0,[H]C(=O)C([H])([H])[H],0.0
[210PbH2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7970>,96,[H]C([H])([H])[N+](=O)[O-],0.125
[212PbH2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b79e0>,0,[H]C(=O)C([H])([H])[H],0.0
[208PbH2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7a50>,0,[H]C(=O)C([H])([H])[H],0.0
[203PbH2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7ac0>,0,[H]C(=O)C([H])([H])[H],0.0
[205PbH2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7b30>,137,[H]C(Cl)=C(Cl)Cl,0.125
[209PbH2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7ba0>,26,[C-]#[O+],0.3333333333333333
[202PbH2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7c10>,0,[H]C(=O)C([H])([H])[H],0.0
[211PbH2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7c80>,83,[H]C([H])([H])Cl,0.3333333333333333
[199PbH2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7cf0>,0,[H]C(=O)C([H])([H])[H],0.0
[218Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7d60>,0,[H]C(=O)C([H])([H])[H],0.0
[212Pb+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7dd0>,101,[H]Oc1c([H])c([H])c([H])c([H])c1[H],0.09090909090909091
[H-].[H-].[Pb+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7e40>,0,[H]C(=O)C([H])([H])[H],0.0
[3H][Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7eb0>,65,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,0.07692307692307693
[PbH],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7f20>,0,[H]C(=O)C([H])([H])[H],0.0
[Pb].[Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b7f90>,76,[Pb],1.0
[Pb].[Pb].[Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8040>,76,[Pb],1.0
[Pb].[Pb].[Pb].[Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b80b0>,76,[Pb],1.0
[Pb].[Pb].[Pb].[Pb].[Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8120>,76,[Pb],1.0
[Pb].[Pb].[Pb].[Pb].[Pb].[Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8190>,76,[Pb],1.0
[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8200>,76,[Pb],1.0
[Pb].[Pu],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8270>,76,[Pb],0.5
[H-].[H-].[Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b82e0>,76,[Pb],0.5
[H+].[Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8350>,76,[Pb],0.5
[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb].[Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b83c0>,76,[Pb],1.0
[194Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8430>,38,[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.3333333333333333
[196Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b84a0>,38,[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.3333333333333333
[197Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8510>,31,[H]C(Cl)(Cl)Cl,0.25
[213Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8580>,83,[H]C([H])([H])Cl,0.3333333333333333
[Pb].[Po],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b85f0>,76,[Pb],0.5
[Pb].[Pb].[Pb].[Pb].[Th],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8660>,76,[Pb],0.5
[PbH]#[PbH],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b86d0>,0,[H]C(=O)C([H])([H])[H],0.0
[Pb+2].[Pb+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8740>,0,[H]C(=O)C([H])([H])[H],0.0
[Pb].[Th],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b87b0>,76,[Pb],0.5
[Pb].[Pb].[Pb].[Pb].[Pb],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8820>,76,[Pb],1.0
[203PbH],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8890>,63,[H]OC([H])([H])c1oc([H])c([H])c1[H],0.05555555555555555
[3H][PbH],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8900>,0,[H]C(=O)C([H])([H])[H],0.0
[PbH2+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8970>,18,[H]c1c([H])c([H])c(C(=O)OC([H])([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(C(=O)OC([H])([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1[H],0.03125
[Na],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b89e0>,118,[Na],1.0
[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8a50>,122,[F-].[Na+],0.5
[H-].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8ac0>,122,[F-].[Na+],0.3333333333333333
[2H-].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8b30>,122,[F-].[Na+],0.3333333333333333
[22Na],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8ba0>,118,[Na],1.0
[24Na],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8c10>,94,[N]=O,0.3333333333333333
[23Na],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8c80>,118,[Na],1.0
[HH].[Na],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8cf0>,118,[Na],0.5
[24Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8d60>,0,[H]C(=O)C([H])([H])[H],0.0
[22Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8dd0>,122,[F-].[Na+],0.5
[2HH].[Na],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8e40>,118,[Na],0.5
[23Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8eb0>,122,[F-].[Na+],0.5
[22Na+].[H-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8f20>,122,[F-].[Na+],0.3333333333333333
[H-].[H-].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b8f90>,122,[F-].[Na+],0.3333333333333333
[Ar].[H-].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9040>,122,[F-].[Na+],0.25
[2H-].[3H-].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b90b0>,122,[F-].[Na+],0.25
[Na].[No].[No],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9120>,118,[Na],0.5
[3H-].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9190>,122,[F-].[Na+],0.3333333333333333
[Na][211At],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9200>,0,[H]C(=O)C([H])([H])[H],0.0
[Na+].[Th+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9270>,122,[F-].[Na+],0.3333333333333333
[HH].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b92e0>,122,[F-].[Na+],0.3333333333333333
[H+].[H+].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9350>,122,[F-].[Na+],0.3333333333333333
[H+].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b93c0>,122,[F-].[Na+],0.3333333333333333
[H+].[H-].[H-].[Na+],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9430>,122,[F-].[Na+],0.25
[He].[Na],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b94a0>,118,[Na],0.5
[Na].[Ne],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9510>,118,[Na],0.5
[Ar].[Na],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9580>,118,[Na],0.5
NC(=O)/N=N/C(N)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b95f0>,15,[H]N([H])C(=O)/N=N/C(=O)N([H])[H],1.0
NC(=O)N=NC(N)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9660>,15,[H]N([H])C(=O)/N=N/C(=O)N([H])[H],1.0
N[14C](=O)/N=N/[14C](N)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b96d0>,15,[H]N([H])C(=O)/N=N/C(=O)N([H])[H],0.17647058823529413
NC(=O)/N=N\C(N)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9740>,15,[H]N([H])C(=O)/N=N/C(=O)N([H])[H],1.0
N[14C](=O)N=N[14C](N)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b97b0>,15,[H]N([H])C(=O)/N=N/C(=O)N([H])[H],0.17647058823529413
N[14C](=O)/N=N\[14C](N)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9820>,15,[H]N([H])C(=O)/N=N/C(=O)N([H])[H],0.17647058823529413
NC(=O)/N=N/C(N)=O.[K],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9890>,15,[H]N([H])C(=O)/N=N/C(=O)N([H])[H],0.9090909090909091
NC(=O)/N=N/C(N)=O.NC(N)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9900>,15,[H]N([H])C(=O)/N=N/C(=O)N([H])[H],0.9090909090909091
[3H]N([3H])C(=O)N=NC(=O)N([3H])[3H],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9970>,15,[H]N([H])C(=O)/N=N/C(=O)N([H])[H],0.5333333333333333
Cl[Zn]Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b99e0>,147,Cl[Zn]Cl,1.0
[Cl-].[Cl-].[Zn+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9a50>,148,[P-3].[P-3].[Zn+2].[Zn+2].[Zn+2],0.3333333333333333
[65Zn+2].[Cl-].[Cl-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9ac0>,148,[P-3].[P-3].[Zn+2].[Zn+2].[Zn+2],0.3333333333333333
Cl.[Cl-].[Cl-].[Zn+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9b30>,69,[H]Cl,0.3333333333333333
Cl.Cl.[Zn],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9ba0>,69,[H]Cl,0.5
Cl[65Zn]Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9c10>,147,Cl[Zn]Cl,1.0
Cl[Zn-](Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9c80>,27,ClCl,0.2
[Cl-].[Cl-].[Zn+2].[Zn+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9cf0>,148,[P-3].[P-3].[Zn+2].[Zn+2].[Zn+2],0.3333333333333333
[Cl-].[Cl-].[Cl-].[Zn+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9d60>,148,[P-3].[P-3].[Zn+2].[Zn+2].[Zn+2],0.3333333333333333
Cl.Cl[Zn]Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9dd0>,147,Cl[Zn]Cl,0.8
[Cl-].[Cl-].[Zn+2].[Zn+2].[Zn+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9e40>,148,[P-3].[P-3].[Zn+2].[Zn+2].[Zn+2],0.3333333333333333
Cl[Zn]Cl.[Zn],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9eb0>,147,Cl[Zn]Cl,0.8
ClCl.[Zn],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9f20>,27,ClCl,0.6666666666666666
Cl.[Cl-].[Zn+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7b9f90>,69,[H]Cl,0.3333333333333333
[Cl-].[Cl-].[Cl-].[Zn],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7ba040>,0,[H]C(=O)C([H])([H])[H],0.0
O=C(Cl)C(F)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7ba0b0>,141,O=C(Cl)C(F)(F)F,1.0
O=C(Cl)C(F)(F)F.[Cu],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7ba120>,141,O=C(Cl)C(F)(F)F,0.9166666666666666
Cl.O=C(Cl)C(F)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7ba190>,141,O=C(Cl)C(F)(F)F,0.9166666666666666
O=C(Cl)C(F)(F)F.[F-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7ba200>,141,O=C(Cl)C(F)(F)F,0.9166666666666666
I.O=C(Cl)C(F)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7ba270>,141,O=C(Cl)C(F)(F)F,0.9166666666666666
O=C(Cl)C(F)(F)F.[Cu+2],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7ba2e0>,141,O=C(Cl)C(F)(F)F,0.9166666666666666
F.O=C(Cl)C(F)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7ba350>,141,O=C(Cl)C(F)(F)F,0.9166666666666666
ClC(Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7ba3c0>,31,[H]C(Cl)(Cl)Cl,1.0
ClCCl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7ba430>,43,[H]C([H])(Cl)Cl,1.0
[2H]C([2H])(Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7ba4a0>,43,[H]C([H])(Cl)Cl,0.42857142857142855
[2H]C(Cl)(Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7ba510>,31,[H]C(Cl)(Cl)Cl,0.42857142857142855
Cl[13CH](Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7ba580>,31,[H]C(Cl)(Cl)Cl,1.0
Cl[13CH2]Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7ba5f0>,43,[H]C([H])(Cl)Cl,1.0
Cl[CH]Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7ba660>,144,[H]C([H])=C([H])Cl,0.42857142857142855
[2H][13C](Cl)(Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x15392b7ba6d0>,31,[H]C(Cl)(Cl)Cl,0.42857142857142855
